activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes,activity_month,is_positive
A003815,D00064,R001,Call,2024-12-31,60,Neutral,Awaiting legal review,2024-12,False
A003816,D00029,R004,Meeting,2023-03-15,60,Neutral,Awaiting legal review,2023-03,False
A003817,D00372,R005,Meeting,2024-05-11,60,Positive,Stakeholder meeting set,2024-05,True
A003818,D00097,R002,Demo,2023-12-02,90,No Response,Champion confirmed,2023-12,False
A003819,D00993,R001,Proposal Sent,2024-03-23,15,Neutral,Budget approved,2024-03,False
A003820,D00021,R005,Demo,2024-11-23,120,Negative,Sent pricing deck,2024-11,False
A003821,D00735,R004,Email,2024-11-29,30,Positive,Champion confirmed,2024-11,True
A003822,D01126,R005,Demo,2024-10-06,45,Positive,Follow up scheduled,2024-10,True
A003823,D01070,R005,Proposal Sent,2024-06-25,120,Negative,Champion confirmed,2024-06,False
A003824,D00066,R003,Call,2024-02-08,30,Neutral,Sent pricing deck,2024-02,False
A003825,D00603,R001,Demo,2023-12-11,120,Negative,Sent pricing deck,2023-12,False
A003826,D01188,R004,Follow-up,2023-04-21,90,Positive,Follow up scheduled,2023-04,True
A003827,D01135,R003,Email,2023-03-31,30,Positive,Follow up scheduled,2023-03,True
A003828,D00338,R001,Call,2024-05-10,60,Positive,,2024-05,True
A003829,D00123,R004,Follow-up,2024-05-28,15,Positive,Sent pricing deck,2024-05,True
A003830,D00447,R003,Demo,2024-12-31,90,Neutral,Decision deferred,2024-12,False
A003831,D00611,R003,Meeting,2024-10-02,45,Neutral,Champion confirmed,2024-10,False
A003832,D00671,R004,Demo,2024-09-27,120,Positive,,2024-09,True
A003833,D00615,R005,Email,2023-06-11,30,Neutral,Follow up scheduled,2023-06,False
A003834,D00897,R005,Proposal Sent,2024-05-13,45,Negative,Decision deferred,2024-05,False
A003835,D00281,R001,Call,2023-02-25,120,Positive,Champion confirmed,2023-02,True
A003836,D01067,R003,Demo,2024-06-26,90,Neutral,,2024-06,False
A003837,D00596,R001,Email,2023-10-19,30,Positive,Decision deferred,2023-10,True
A003838,D00703,R002,Demo,2024-07-07,90,No Response,Sent pricing deck,2024-07,False
A003839,D01075,R002,Follow-up,2024-12-29,120,Neutral,Budget approved,2024-12,False
A003840,D00210,R002,Proposal Sent,2024-10-05,45,No Response,Awaiting legal review,2024-10,False
A003841,D00126,R001,Follow-up,2024-11-29,45,Neutral,Sent pricing deck,2024-11,False
A003842,D00492,R004,Follow-up,2023-06-29,120,Neutral,Stakeholder meeting set,2023-06,False
A003843,D00960,R002,Meeting,2023-11-13,120,No Response,Budget approved,2023-11,False
A003844,D00970,R001,Demo,2024-10-27,45,Positive,Follow up scheduled,2024-10,True
A003845,D00581,R005,Demo,2023-04-10,15,No Response,Decision deferred,2023-04,False
A003846,D00777,R005,Call,2024-08-11,120,Neutral,,2024-08,False
A003847,D00258,R005,Demo,2024-10-26,45,Positive,Follow up scheduled,2024-10,True
A003848,D00230,R001,Email,2024-04-22,90,Neutral,,2024-04,False
A003849,D00189,R003,Follow-up,2023-09-07,45,Negative,Sent pricing deck,2023-09,False
A003850,D00010,R004,Follow-up,2023-04-26,45,Positive,Follow up scheduled,2023-04,True
A003851,D01138,R005,Proposal Sent,2024-04-29,120,Negative,Awaiting legal review,2024-04,False
A003852,D01100,R001,Call,2024-12-01,120,No Response,Follow up scheduled,2024-12,False
A003853,D00676,R004,Call,2023-04-21,90,Neutral,Follow up scheduled,2023-04,False
A003854,D00502,R005,Follow-up,2024-12-19,15,Neutral,Follow up scheduled,2024-12,False
A003855,D00085,R005,Follow-up,2024-01-25,60,Positive,Awaiting legal review,2024-01,True
A003856,D00049,R003,Follow-up,2024-05-06,30,Positive,Sent pricing deck,2024-05,True
A003857,D00838,R004,Follow-up,2023-06-05,45,Positive,,2023-06,True
A003858,D01008,R004,Proposal Sent,2023-12-24,30,Negative,Sent pricing deck,2023-12,False
A003859,D00689,R005,Demo,2024-11-05,45,Neutral,Decision deferred,2024-11,False
A003860,D00387,R001,Demo,2024-05-18,45,Neutral,Champion confirmed,2024-05,False
A003861,D00970,R001,Call,2024-12-22,90,Negative,,2024-12,False
A003862,D01006,R001,Proposal Sent,2024-10-24,45,No Response,Stakeholder meeting set,2024-10,False
A003863,D00218,R002,Email,2023-06-20,60,No Response,Awaiting legal review,2023-06,False
A003864,D01005,R005,Proposal Sent,2024-01-13,15,Positive,,2024-01,True
A003865,D00255,R001,Follow-up,2023-09-28,45,Positive,Awaiting legal review,2023-09,True
A003866,D00236,R005,Meeting,2023-06-02,15,No Response,Awaiting legal review,2023-06,False
A003867,D01050,R002,Proposal Sent,2023-11-13,45,No Response,Champion confirmed,2023-11,False
A003868,D00271,R001,Follow-up,2023-09-11,30,Positive,Awaiting legal review,2023-09,True
A003869,D00123,R004,Email,2024-07-12,45,Neutral,Stakeholder meeting set,2024-07,False
A003870,D00656,R002,Email,2024-08-29,120,Neutral,Sent pricing deck,2024-08,False
A003871,D00259,R003,Call,2024-01-29,90,Positive,Champion confirmed,2024-01,True
A003872,D00948,R001,Call,2024-02-11,45,No Response,Sent pricing deck,2024-02,False
A003873,D00047,R003,Call,2024-12-16,45,Positive,Awaiting legal review,2024-12,True
A003874,D00863,R004,Proposal Sent,2023-02-15,30,Positive,Decision deferred,2023-02,True
A003875,D00525,R001,Follow-up,2024-03-08,60,No Response,,2024-03,False
A003876,D00888,R005,Follow-up,2023-12-23,45,Neutral,Awaiting legal review,2023-12,False
A003877,D00208,R004,Meeting,2023-05-31,90,Positive,,2023-05,True
A003878,D00747,R003,Proposal Sent,2023-11-18,120,Neutral,Awaiting legal review,2023-11,False
A003879,D00149,R001,Call,2024-03-11,15,Neutral,Champion confirmed,2024-03,False
A003880,D00438,R001,Demo,2024-10-04,30,Neutral,Follow up scheduled,2024-10,False
A003881,D00155,R003,Follow-up,2024-11-29,30,Positive,Decision deferred,2024-11,True
A003882,D01114,R001,Demo,2024-06-26,90,Negative,Awaiting legal review,2024-06,False
A003883,D00358,R001,Call,2023-11-20,30,Positive,Sent pricing deck,2023-11,True
A003884,D01198,R002,Meeting,2023-11-30,45,Neutral,Follow up scheduled,2023-11,False
A003885,D00456,R003,Meeting,2024-11-03,60,Positive,Sent pricing deck,2024-11,True
A003886,D00776,R002,Proposal Sent,2024-06-30,15,Neutral,Awaiting legal review,2024-06,False
A003887,D00629,R002,Meeting,2024-08-22,120,Neutral,Stakeholder meeting set,2024-08,False
A003888,D00832,R002,Call,2024-11-30,60,Positive,Decision deferred,2024-11,True
A003889,D00486,R001,Call,2023-03-05,15,Neutral,Stakeholder meeting set,2023-03,False
A003890,D00533,R003,Meeting,2024-10-14,30,Neutral,Stakeholder meeting set,2024-10,False
A003891,D00200,R001,Meeting,2023-10-22,45,Positive,Budget approved,2023-10,True
A003892,D00371,R001,Proposal Sent,2024-04-30,90,Positive,Sent pricing deck,2024-04,True
A003893,D01014,R004,Demo,2023-02-10,15,Negative,Follow up scheduled,2023-02,False
A003894,D00853,R002,Follow-up,2024-09-03,30,Neutral,Follow up scheduled,2024-09,False
A003895,D00248,R002,Call,2023-12-26,45,Negative,Decision deferred,2023-12,False
A003896,D00788,R003,Meeting,2023-04-09,45,No Response,Awaiting legal review,2023-04,False
A003897,D00264,R001,Follow-up,2023-07-08,45,Positive,Champion confirmed,2023-07,True
A003898,D01082,R001,Meeting,2024-12-06,15,Positive,Decision deferred,2024-12,True
A003899,D00031,R004,Call,2023-02-03,90,Positive,Awaiting legal review,2023-02,True
A003900,D00605,R002,Follow-up,2024-09-19,120,Negative,Stakeholder meeting set,2024-09,False
A003901,D00502,R005,Call,2024-12-26,120,Positive,Stakeholder meeting set,2024-12,True
A003902,D01108,R005,Follow-up,2023-11-06,120,No Response,Sent pricing deck,2023-11,False
A003903,D00886,R003,Follow-up,2023-11-08,30,Neutral,Sent pricing deck,2023-11,False
A003904,D00549,R002,Meeting,2023-03-27,90,Positive,Champion confirmed,2023-03,True
A003905,D00839,R005,Meeting,2023-11-05,60,Positive,Champion confirmed,2023-11,True
A003906,D01117,R005,Follow-up,2023-03-04,120,No Response,Budget approved,2023-03,False
A003907,D00848,R004,Call,2023-11-08,90,Positive,Champion confirmed,2023-11,True
A003908,D00614,R001,Meeting,2023-05-11,45,Neutral,Budget approved,2023-05,False
A003909,D00412,R002,Email,2023-03-11,30,Positive,,2023-03,True
A003910,D00432,R005,Email,2024-10-30,120,Positive,Budget approved,2024-10,True
A003911,D00678,R005,Call,2023-11-21,60,Positive,Stakeholder meeting set,2023-11,True
A003912,D00159,R005,Follow-up,2023-12-14,30,Neutral,Sent pricing deck,2023-12,False
A003913,D00014,R004,Call,2024-04-10,30,Negative,Stakeholder meeting set,2024-04,False
A003914,D00373,R002,Follow-up,2024-10-30,60,No Response,Stakeholder meeting set,2024-10,False
A003915,D00225,R005,Meeting,2023-09-06,15,Neutral,Stakeholder meeting set,2023-09,False
A003916,D01097,R002,Follow-up,2024-04-18,30,Positive,Awaiting legal review,2024-04,True
A003917,D00511,R002,Meeting,2024-07-08,90,Positive,Sent pricing deck,2024-07,True
A003918,D00603,R001,Follow-up,2023-12-01,60,Positive,Budget approved,2023-12,True
A003919,D00216,R001,Proposal Sent,2024-12-11,45,Negative,Sent pricing deck,2024-12,False
A003920,D00988,R004,Demo,2023-09-03,30,Negative,Champion confirmed,2023-09,False
A003921,D00840,R002,Email,2024-12-26,120,Positive,Sent pricing deck,2024-12,True
A003922,D00727,R003,Proposal Sent,2024-12-28,60,Neutral,Awaiting legal review,2024-12,False
A003923,D00554,R004,Proposal Sent,2023-02-26,15,Positive,Sent pricing deck,2023-02,True
A003924,D01066,R005,Demo,2023-12-23,60,Neutral,Stakeholder meeting set,2023-12,False
A003925,D00676,R004,Proposal Sent,2023-02-02,30,No Response,Awaiting legal review,2023-02,False
A003926,D00873,R004,Proposal Sent,2023-01-21,120,Positive,Budget approved,2023-01,True
A003927,D00283,R001,Proposal Sent,2024-12-27,120,Negative,Decision deferred,2024-12,False
A003928,D01082,R001,Demo,2024-12-21,90,No Response,Budget approved,2024-12,False
A003929,D00834,R002,Follow-up,2024-01-22,120,Negative,Stakeholder meeting set,2024-01,False
A003930,D00537,R001,Meeting,2023-03-20,60,No Response,Sent pricing deck,2023-03,False
A003931,D01097,R002,Call,2024-07-13,90,Neutral,Awaiting legal review,2024-07,False
A003932,D00923,R001,Follow-up,2023-09-22,45,Positive,Follow up scheduled,2023-09,True
A003933,D01153,R003,Proposal Sent,2024-08-03,15,Neutral,Stakeholder meeting set,2024-08,False
A003934,D00842,R004,Meeting,2023-10-25,120,Neutral,Champion confirmed,2023-10,False
A003935,D00948,R001,Call,2024-02-06,90,Neutral,Stakeholder meeting set,2024-02,False
A003936,D00665,R002,Proposal Sent,2024-02-12,30,Positive,Follow up scheduled,2024-02,True
A003937,D01149,R001,Proposal Sent,2024-12-01,45,Positive,,2024-12,True
A003938,D00067,R005,Meeting,2024-12-12,60,Positive,Stakeholder meeting set,2024-12,True
A003939,D00006,R001,Call,2024-12-30,60,Positive,,2024-12,True
A003940,D00637,R003,Email,2023-12-02,60,Positive,Decision deferred,2023-12,True
A003941,D00314,R002,Call,2024-06-25,120,Negative,Sent pricing deck,2024-06,False
A003942,D00565,R001,Email,2024-01-20,30,Positive,Awaiting legal review,2024-01,True
A003943,D00826,R002,Meeting,2023-06-22,60,No Response,,2023-06,False
A003944,D00506,R002,Email,2024-11-23,30,Neutral,Champion confirmed,2024-11,False
A003945,D01106,R005,Demo,2024-04-03,90,Positive,Awaiting legal review,2024-04,True
A003946,D01026,R001,Meeting,2023-04-05,60,Positive,Sent pricing deck,2023-04,True
A003947,D00204,R005,Follow-up,2023-07-13,120,Positive,Awaiting legal review,2023-07,True
A003948,D00662,R001,Demo,2024-12-27,60,Negative,Champion confirmed,2024-12,False
A003949,D00805,R001,Meeting,2024-10-23,60,Neutral,Stakeholder meeting set,2024-10,False
A003950,D00404,R002,Meeting,2024-04-18,60,Positive,Champion confirmed,2024-04,True
A003951,D01127,R005,Meeting,2024-03-01,45,Negative,Follow up scheduled,2024-03,False
A003952,D00536,R001,Follow-up,2024-06-16,45,Positive,Awaiting legal review,2024-06,True
A003953,D00577,R005,Proposal Sent,2023-06-28,120,Neutral,Champion confirmed,2023-06,False
A003954,D00763,R005,Follow-up,2024-04-20,15,Negative,Awaiting legal review,2024-04,False
A003955,D00117,R005,Email,2024-10-21,15,Negative,Stakeholder meeting set,2024-10,False
A003956,D00628,R003,Email,2024-11-18,30,No Response,Decision deferred,2024-11,False
A003957,D00749,R004,Meeting,2024-02-01,30,Positive,,2024-02,True
A003958,D00105,R003,Proposal Sent,2023-10-17,15,Neutral,Stakeholder meeting set,2023-10,False
A003959,D00495,R004,Email,2024-06-27,45,Positive,Sent pricing deck,2024-06,True
A003960,D00046,R001,Demo,2024-07-01,60,Positive,Stakeholder meeting set,2024-07,True
A003961,D00823,R004,Meeting,2024-09-18,120,Positive,Follow up scheduled,2024-09,True
A003962,D00982,R002,Proposal Sent,2024-03-12,120,Positive,Follow up scheduled,2024-03,True
A003963,D00960,R002,Call,2023-09-24,90,Neutral,Stakeholder meeting set,2023-09,False
A003964,D00845,R005,Meeting,2023-07-09,60,No Response,Champion confirmed,2023-07,False
A003965,D00449,R002,Demo,2023-03-28,120,Neutral,Champion confirmed,2023-03,False
A003966,D00536,R001,Meeting,2024-07-19,90,Positive,Follow up scheduled,2024-07,True
A003967,D00511,R002,Proposal Sent,2024-07-14,45,Positive,Sent pricing deck,2024-07,True
A003968,D00540,R003,Proposal Sent,2023-09-07,45,No Response,Awaiting legal review,2023-09,False
A003969,D00016,R003,Email,2023-07-23,90,Positive,Sent pricing deck,2023-07,True
A003970,D00243,R005,Email,2024-10-15,45,Positive,Budget approved,2024-10,True
A003971,D00912,R004,Follow-up,2023-12-19,30,Positive,Sent pricing deck,2023-12,True
A003972,D00761,R004,Email,2024-08-05,90,Neutral,Champion confirmed,2024-08,False
A003973,D00705,R005,Demo,2024-05-23,90,Positive,Follow up scheduled,2024-05,True
A003974,D00115,R001,Demo,2024-01-03,30,Neutral,Budget approved,2024-01,False
A003975,D00397,R004,Call,2024-05-12,45,Neutral,Follow up scheduled,2024-05,False
A003976,D00394,R001,Follow-up,2024-09-12,30,Negative,Decision deferred,2024-09,False
A003977,D01099,R004,Proposal Sent,2023-10-20,90,Negative,Awaiting legal review,2023-10,False
A003978,D00978,R004,Meeting,2023-03-22,60,Positive,Awaiting legal review,2023-03,True
A003979,D01127,R005,Call,2024-06-06,120,Neutral,Stakeholder meeting set,2024-06,False
A003980,D00297,R003,Email,2023-06-12,30,Negative,Budget approved,2023-06,False
A003981,D01002,R005,Follow-up,2023-06-18,30,Neutral,,2023-06,False
A003982,D00178,R005,Call,2024-09-22,90,Neutral,Budget approved,2024-09,False
A003983,D00967,R001,Follow-up,2024-04-27,120,Positive,Sent pricing deck,2024-04,True
A003984,D00315,R002,Call,2023-07-29,60,Positive,Champion confirmed,2023-07,True
A003985,D01063,R001,Proposal Sent,2024-09-17,120,Negative,Follow up scheduled,2024-09,False
A003986,D00259,R003,Meeting,2024-01-24,60,Positive,Decision deferred,2024-01,True
A003987,D00007,R001,Email,2024-09-13,60,Positive,Budget approved,2024-09,True
A003988,D00049,R003,Email,2024-07-11,90,Positive,Champion confirmed,2024-07,True
A003989,D00161,R004,Email,2024-05-06,15,Negative,Awaiting legal review,2024-05,False
A003990,D00176,R005,Demo,2023-10-15,60,Negative,Awaiting legal review,2023-10,False
A003991,D01026,R001,Meeting,2023-06-05,60,Positive,Decision deferred,2023-06,True
A003992,D01001,R001,Follow-up,2023-08-20,90,Neutral,Decision deferred,2023-08,False
A003993,D00455,R002,Email,2024-06-14,30,Positive,Decision deferred,2024-06,True
A003994,D00276,R005,Meeting,2024-09-24,45,Negative,Budget approved,2024-09,False
A003995,D00498,R005,Demo,2024-03-28,90,Neutral,Decision deferred,2024-03,False
A003996,D00676,R004,Follow-up,2023-02-15,15,Positive,Follow up scheduled,2023-02,True
A003997,D01052,R005,Meeting,2023-04-28,60,Neutral,Sent pricing deck,2023-04,False
A003998,D01025,R001,Follow-up,2023-04-18,30,Positive,,2023-04,True
A003999,D00056,R004,Call,2024-07-27,60,Positive,,2024-07,True
A004000,D00547,R005,Call,2024-09-09,60,Positive,Awaiting legal review,2024-09,True
A004001,D01136,R005,Demo,2023-03-15,120,Positive,Budget approved,2023-03,True
A004002,D00036,R001,Call,2024-01-06,60,Positive,Decision deferred,2024-01,True
A004003,D00439,R001,Meeting,2023-12-02,120,Positive,Budget approved,2023-12,True
A004004,D00595,R001,Proposal Sent,2024-03-21,90,Positive,Stakeholder meeting set,2024-03,True
A004005,D00307,R003,Follow-up,2024-01-01,60,Neutral,Follow up scheduled,2024-01,False
A004006,D00619,R004,Email,2024-03-16,90,Positive,Sent pricing deck,2024-03,True
A004007,D01133,R002,Email,2024-05-12,15,Positive,Awaiting legal review,2024-05,True
A004008,D00357,R003,Call,2024-12-26,30,Neutral,Stakeholder meeting set,2024-12,False
A004009,D00181,R003,Demo,2023-11-13,60,Neutral,Awaiting legal review,2023-11,False
A004010,D00068,R005,Email,2023-07-23,120,Positive,Awaiting legal review,2023-07,True
A004011,D00292,R001,Proposal Sent,2023-12-04,15,No Response,Champion confirmed,2023-12,False
A004012,D00692,R004,Follow-up,2023-05-19,30,No Response,Champion confirmed,2023-05,False
A004013,D00181,R003,Meeting,2023-12-07,45,Negative,Decision deferred,2023-12,False
A004014,D00434,R001,Meeting,2023-07-05,45,Neutral,Awaiting legal review,2023-07,False
A004015,D00914,R005,Call,2024-09-22,120,Positive,Stakeholder meeting set,2024-09,True
A004016,D00066,R003,Call,2023-12-30,120,Positive,Champion confirmed,2023-12,True
A004017,D01045,R002,Proposal Sent,2024-04-09,90,Positive,Budget approved,2024-04,True
A004018,D00384,R003,Demo,2024-04-09,30,Positive,Stakeholder meeting set,2024-04,True
A004019,D00039,R005,Email,2024-03-30,45,Positive,Stakeholder meeting set,2024-03,True
A004020,D00822,R001,Proposal Sent,2024-12-22,120,Positive,Champion confirmed,2024-12,True
A004021,D00602,R004,Proposal Sent,2024-07-31,15,Negative,Champion confirmed,2024-07,False
A004022,D00785,R005,Call,2024-05-20,45,No Response,Decision deferred,2024-05,False
A004023,D00671,R004,Email,2024-08-23,60,Positive,Awaiting legal review,2024-08,True
A004024,D01097,R002,Call,2024-07-19,120,No Response,Awaiting legal review,2024-07,False
A004025,D00479,R005,Meeting,2024-07-07,120,Positive,Awaiting legal review,2024-07,True
A004026,D00561,R001,Call,2024-11-17,120,Neutral,Champion confirmed,2024-11,False
A004027,D00101,R003,Proposal Sent,2024-07-31,45,Neutral,Budget approved,2024-07,False
A004028,D00514,R001,Proposal Sent,2024-02-15,60,Negative,Decision deferred,2024-02,False
A004029,D00176,R005,Proposal Sent,2023-11-29,15,Neutral,Champion confirmed,2023-11,False
A004030,D00238,R004,Email,2023-12-09,90,Positive,Budget approved,2023-12,True
A004031,D00910,R002,Follow-up,2024-08-16,30,No Response,Champion confirmed,2024-08,False
A004032,D01083,R001,Proposal Sent,2023-05-22,120,Positive,Awaiting legal review,2023-05,True
A004033,D01123,R001,Demo,2024-08-24,30,Neutral,Budget approved,2024-08,False
A004034,D00871,R001,Follow-up,2024-12-12,15,No Response,Stakeholder meeting set,2024-12,False
A004035,D00495,R004,Demo,2024-05-27,45,Positive,Decision deferred,2024-05,True
A004036,D00947,R005,Proposal Sent,2024-09-26,90,No Response,Champion confirmed,2024-09,False
A004037,D00755,R002,Demo,2024-12-31,15,Positive,Champion confirmed,2024-12,True
A004038,D00211,R003,Meeting,2024-01-21,30,Positive,Decision deferred,2024-01,True
A004039,D01147,R004,Call,2024-12-21,60,Neutral,Stakeholder meeting set,2024-12,False
A004040,D00140,R004,Demo,2023-12-16,90,Positive,,2023-12,True
